Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,1.025714,1.065714,1.025,1.057143,0.9368989999999999,45357200
2003-01-03,1.057143,1.066429,1.042143,1.064286,0.9432290000000001,36863400
2003-01-06,1.0735709999999998,1.098571,1.062857,1.064286,0.9432290000000001,97633200
2003-01-07,1.056429,1.0714290000000002,1.033571,1.060714,0.9400639999999999,85586200
2003-01-08,1.0414290000000002,1.050714,1.0314290000000002,1.0392860000000002,0.9210729999999999,57411200
2003-01-09,1.044286,1.065714,1.035714,1.048571,0.9293030000000001,53813200
2003-01-10,1.0414290000000002,1.058571,1.035,1.0514290000000002,0.9318350000000001,43775200
2003-01-13,1.064286,1.064286,1.025714,1.045,0.9261370000000001,44735600
2003-01-14,1.0492860000000002,1.058571,1.035,1.0435709999999998,0.9248709999999999,46715200
2003-01-15,1.042143,1.05,1.018571,1.030714,0.9134770000000001,92782200
2003-01-16,1.015,1.054286,1.015,1.044286,0.9255040000000001,139767600
2003-01-17,1.04,1.04,1.005714,1.0071430000000001,0.8925860000000001,66690400
2003-01-21,1.015,1.0292860000000001,1.0,1.0014290000000001,0.8875219999999999,63364000
2003-01-22,0.9985709999999999,1.010714,0.985714,0.9914290000000001,0.878659,53785200
2003-01-23,1.003571,1.025714,0.9964290000000001,1.012143,0.897018,57064000
2003-01-24,1.0171430000000001,1.0171430000000001,0.968571,0.985714,0.8735950000000001,76367200
2003-01-27,0.977143,1.035714,0.975,1.0092860000000001,0.8944850000000001,97851600
2003-01-28,1.0171430000000001,1.0492860000000002,1.0114290000000001,1.0414290000000002,0.9229719999999999,71563800
2003-01-29,1.0392860000000002,1.078571,1.0214290000000001,1.066429,0.9451290000000001,93261000
2003-01-30,1.07,1.076429,1.020714,1.022857,0.9065129999999999,101764600
2003-01-31,1.013571,1.0392860000000002,1.003571,1.025714,0.9090450000000001,85306200
2003-02-03,1.0292860000000001,1.065,1.025,1.047143,0.9280360000000001,66196200
2003-02-04,1.032143,1.046429,1.022143,1.042857,0.9242379999999999,79353400
2003-02-05,1.050714,1.066429,1.0314290000000002,1.032143,0.9147430000000001,55403600
2003-02-06,1.025714,1.042143,1.015714,1.030714,0.9134770000000001,44787400
2003-02-07,1.0392860000000002,1.042857,1.005,1.010714,0.8957510000000001,67425400
2003-02-10,1.018571,1.040714,1.004286,1.025,0.9084120000000001,41972000
2003-02-11,1.035714,1.045,1.014286,1.025,0.9084120000000001,41195000
2003-02-12,1.0192860000000001,1.042857,1.0192860000000001,1.027857,0.9109440000000001,57171800
2003-02-13,1.0292860000000001,1.045714,1.0171430000000001,1.038571,0.9204399999999999,52123400
2003-02-14,1.0435709999999998,1.0514290000000002,1.025,1.047857,0.9286690000000001,60824400
2003-02-18,1.0535709999999998,1.092857,1.0514290000000002,1.090714,0.9666520000000001,72724400
2003-02-19,1.076429,1.082143,1.048571,1.060714,0.9400639999999999,60092200
2003-02-20,1.060714,1.068571,1.050714,1.055,0.935,56088200
2003-02-21,1.058571,1.0757139999999998,1.046429,1.0714290000000002,0.9495600000000001,39361000
2003-02-24,1.0614290000000002,1.0735709999999998,0.985714,1.052857,0.9331010000000001,45063200
2003-02-25,1.048571,1.077143,1.0414290000000002,1.072857,0.9508260000000001,47160400
2003-02-26,1.070714,1.072857,1.034286,1.035714,0.917908,54273800
2003-02-27,1.040714,1.0714290000000002,1.036429,1.0614290000000002,0.9406969999999999,38585400
2003-02-28,1.0614290000000002,1.077857,1.055,1.072143,0.9501930000000001,48774600
2003-03-03,1.072143,1.082857,1.0392860000000002,1.046429,0.9274030000000001,50940400
2003-03-04,1.052857,1.057857,1.0314290000000002,1.04,0.9217059999999999,31603600
2003-03-05,1.0435709999999998,1.057143,1.037143,1.044286,0.9255040000000001,31670800
2003-03-06,1.0414290000000002,1.042857,1.028571,1.04,0.9217059999999999,24964800
2003-03-07,1.033571,1.050714,1.022143,1.037857,0.9198069999999999,50246000
2003-03-10,1.036429,1.047857,1.0214290000000001,1.026429,0.9096780000000001,33643400
2003-03-11,1.025714,1.035,1.0085709999999999,1.016429,0.900816,40297600
2003-03-12,1.012143,1.027857,1.004286,1.015714,0.900183,55640200
2003-03-13,1.033571,1.057143,1.012143,1.0514290000000002,0.9318350000000001,83861400
2003-03-14,1.048571,1.072143,1.045714,1.055714,0.935633,38274600
2003-03-17,1.0635709999999998,1.076429,1.050714,1.072143,0.9501930000000001,99978200
2003-03-18,1.0714290000000002,1.077857,1.058571,1.0714290000000002,0.9495600000000001,57495200
2003-03-19,1.076429,1.082143,1.056429,1.067857,0.9463940000000001,35329000
2003-03-20,1.066429,1.070714,1.042857,1.065,0.9438629999999999,40794600
2003-03-21,1.077857,1.082143,1.058571,1.0714290000000002,0.9495600000000001,74487000
2003-03-24,1.047857,1.057143,1.025,1.026429,0.9096780000000001,40275200
2003-03-25,1.0292860000000001,1.059286,1.026429,1.0392860000000002,0.9210729999999999,41924400
2003-03-26,1.0392860000000002,1.04,1.0214290000000001,1.0292860000000001,0.9122100000000001,44585800
2003-03-27,1.022857,1.05,1.022857,1.035,0.917275,30598400
2003-03-28,1.028571,1.044286,1.026429,1.040714,0.9223389999999999,36325800
2003-03-31,1.023571,1.037857,1.0028569999999999,1.01,0.8951180000000001,64164800
2003-04-01,1.014286,1.022143,1.005,1.0114290000000001,0.8963840000000001,38585400
2003-04-02,1.025714,1.0492860000000002,1.0192860000000001,1.042857,0.9242379999999999,42842800
2003-04-03,1.04,1.05,1.025,1.032857,0.915376,36428000
2003-04-04,1.037143,1.047857,1.027857,1.0292860000000001,0.9122100000000001,36505000
2003-04-07,1.060714,1.067857,1.0292860000000001,1.035,0.917275,49215600
2003-04-08,1.036429,1.046429,1.025714,1.032143,0.9147430000000001,32233600
2003-04-09,1.037143,1.044286,1.01,1.013571,0.898284,36681400
2003-04-10,1.014286,1.027857,1.014286,1.026429,0.9096780000000001,26775000
2003-04-11,1.003571,1.0314290000000002,0.9235709999999999,0.942857,0.8356129999999999,348177200
2003-04-14,0.9792860000000001,0.982143,0.9642860000000001,0.97,0.859668,125739600
2003-04-15,0.970714,0.9714290000000001,0.95,0.9564290000000001,0.84764,75992000
2003-04-16,0.9278569999999999,0.9764290000000001,0.9228569999999999,0.9457139999999999,0.838145,254044000
2003-04-17,0.942857,0.9464290000000001,0.9085709999999999,0.9371430000000001,0.830548,154064400
2003-04-21,0.9378569999999999,0.9421430000000001,0.927143,0.9385709999999999,0.8318139999999999,38080000
2003-04-22,0.9414290000000001,0.972857,0.935,0.965,0.855237,75142200
2003-04-23,0.9664290000000001,0.973571,0.9542860000000001,0.97,0.859668,52420200
2003-04-24,0.965714,0.972143,0.9285709999999999,0.96,0.850806,81277000
2003-04-25,0.9614290000000001,0.97,0.945,0.953571,0.845108,51329600
2003-04-28,0.962857,0.997143,0.9592860000000001,0.99,0.877393,159199600
2003-04-29,0.9985709999999999,1.0114290000000001,0.97,1.004286,0.8900540000000001,114559200
2003-04-30,0.995,1.025,0.9892860000000001,1.015714,0.900183,114543800
2003-05-01,1.017857,1.027857,1.0,1.025714,0.9090450000000001,85689800
2003-05-02,1.032857,1.042143,1.024286,1.032143,0.9147430000000001,80295600
2003-05-05,1.055,1.205714,1.0535709999999998,1.149286,1.018561,388927000
