Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,88.849998,91.300003,88.540001,91.07,66.707809,44516300
2003-01-03,90.910004,91.379997,90.5,91.349998,66.912933,32222600
2003-01-06,91.239998,93.489998,91.16999799999999,92.959999,68.092201,40984500
2003-01-07,92.900002,93.370003,92.199997,92.730003,67.92375200000001,38640400
2003-01-08,92.199997,92.400002,91.050003,91.389999,66.9422,38702200
2003-01-09,91.82,93.18,91.410004,92.809998,67.982338,34804900
2003-01-10,91.949997,93.639999,91.800003,93.059998,68.16546600000001,37768900
2003-01-13,93.540001,93.860001,92.440002,93.029999,68.143509,31649900
2003-01-14,92.690002,93.83000200000001,92.410004,93.33000200000001,68.363228,30733000
2003-01-15,93.540001,93.57,91.910004,92.400002,67.681999,33511800
2003-01-16,92.5,92.93,91.449997,92.019997,67.403679,44812100
2003-01-17,90.989998,92.300003,90.150002,90.660004,66.407478,35618300
2003-01-21,90.870003,90.91999799999999,88.949997,89.25,65.374687,36826200
2003-01-22,88.769997,89.800003,88.0,88.16999799999999,64.583611,42286500
2003-01-23,88.75,89.379997,87.949997,88.709999,64.979141,55919800
2003-01-24,88.589996,88.68,86.16999799999999,86.379997,63.27241899999999,68633900
2003-01-27,85.730003,86.800003,84.5,85.199997,62.408112,57884400
2003-01-28,85.629997,86.400002,85.129997,85.83000200000001,62.869564000000004,46929100
2003-01-29,85.41999799999999,87.18,84.769997,86.480003,63.345645999999995,53712200
2003-01-30,86.790001,86.879997,84.400002,84.43,61.844078,49845900
2003-01-31,84.150002,86.209999,84.150002,86.059998,63.038017,55317000
2003-02-03,86.139999,86.809998,85.91999799999999,86.230003,63.16258199999999,39696000
2003-02-04,85.309998,85.75,84.300003,85.379997,62.53997,43633400
2003-02-05,85.75,86.540001,84.480003,84.849998,62.15173000000001,55270600
2003-02-06,84.370003,84.889999,83.650002,84.449997,61.858738,53638000
2003-02-07,84.910004,84.989998,82.970001,83.41999799999999,61.104248,43165000
2003-02-10,83.459999,84.129997,82.650002,84.010002,61.536438000000004,45455900
2003-02-11,84.370003,84.879997,82.83000200000001,83.43,61.111599,46861000
2003-02-12,83.160004,83.620003,82.089996,82.099998,60.137363,35873600
2003-02-13,82.150002,82.660004,81.0,82.349998,60.320510999999996,57934100
2003-02-14,82.370003,84.199997,81.82,84.150002,61.639,59580900
2003-02-18,84.529999,85.800003,84.389999,85.629997,62.723064,39492700
2003-02-19,85.32,85.470001,84.279999,85.18,62.39345600000001,31432000
2003-02-20,85.209999,85.41999799999999,84.050003,84.33000200000001,61.770851,29280100
2003-02-21,84.379997,85.739998,83.459999,85.18,62.39345600000001,60955800
2003-02-24,84.93,85.0,83.589996,83.800003,61.382626,30628600
2003-02-25,82.949997,84.489998,82.220001,84.470001,61.873383,56770600
2003-02-26,84.019997,84.529999,83.08000200000001,83.239998,60.97243100000001,37787200
2003-02-27,83.699997,84.75,83.160004,84.339996,61.778175,51126000
2003-02-28,84.470001,85.230003,84.160004,84.900002,62.188362,43666800
2003-03-03,85.260002,85.779999,83.720001,84.089996,61.59502,42923100
2003-03-04,83.949997,84.010002,82.650002,82.75,60.613518000000006,31440500
2003-03-05,82.610001,83.540001,82.360001,83.449997,61.126251,43974700
2003-03-06,82.870003,83.519997,82.470001,82.75,60.613518000000006,41217700
2003-03-07,81.610001,83.989998,81.43,83.32,61.031029000000004,63538000
2003-03-10,82.599998,82.860001,81.099998,81.32,59.56604399999999,41014100
2003-03-11,81.480003,82.0,80.480003,80.519997,58.980026,48102700
2003-03-12,80.379997,81.099998,79.379997,81.059998,59.375609999999995,62459800
2003-03-13,82.18,83.910004,81.529999,83.860001,61.42654,72117800
2003-03-14,84.199997,84.769997,83.349998,84.129997,61.62436700000001,63951800
2003-03-17,83.459999,86.949997,83.220001,86.779999,63.565453000000005,88217500
2003-03-18,87.150002,87.349998,86.279999,87.290001,63.939003,50792300
2003-03-19,87.279999,88.160004,86.68,87.959999,64.42977900000001,49630800
2003-03-20,87.33000200000001,88.589996,86.349998,88.150002,64.56893199999999,67321600
2003-03-21,88.800003,89.879997,87.93,89.66999799999999,65.947151,71165300
2003-03-24,88.019997,88.139999,86.349998,86.690002,63.755547,65398900
2003-03-25,86.739998,88.260002,86.440002,87.519997,64.365967,61040100
2003-03-26,87.559998,87.849998,86.800003,87.08000200000001,64.042358,45740800
2003-03-27,86.400002,87.660004,85.989998,87.150002,64.093826,53120200
2003-03-28,86.470001,87.279999,86.25,86.709999,63.770244999999996,32583000
2003-03-31,85.349998,86.589996,84.400002,84.739998,62.321415,61119500
2003-04-01,85.25,86.389999,84.910004,86.040001,63.277533999999996,53574000
2003-04-02,87.540001,88.769997,87.5,88.120003,64.80722,50431200
2003-04-03,88.870003,88.989998,87.650002,87.699997,64.498352,48755500
2003-04-04,88.43,88.589996,87.620003,88.220001,64.880798,36250100
2003-04-07,90.339996,90.849998,87.970001,88.050003,64.755737,69776200
2003-04-08,88.300003,88.650002,87.709999,88.190002,64.858727,39712700
2003-04-09,88.360001,89.099998,86.769997,87.029999,64.005608,55647300
